x,y
0.000000,62446.802667
2.000000,62761.180940
4.000000,63076.360759
6.000000,63391.916084
8.000000,63708.732357
10.000000,64026.615308
12.000000,64346.512974
14.000000,64666.920186
16.000000,64988.309508
18.000000,65311.479561
20.000000,65636.451163
22.000000,65962.040186
24.000000,66288.890106
26.000000,66616.125124
28.000000,66944.457532
30.000000,67273.653400
32.000000,67605.033820
34.000000,67937.302618
36.000000,68270.684891
38.000000,68605.840344
40.000000,68942.319205
42.000000,69279.610394
44.000000,69617.207148
46.000000,69956.671518
48.000000,70297.430886
50.000000,70639.063140
52.000000,70982.246861
54.000000,71326.765114
56.000000,71671.968956
58.000000,72017.316606
60.000000,72364.104620
62.000000,72711.801386
64.000000,73062.166557
66.000000,73412.959776
68.000000,73765.437376
70.000000,74118.532125
72.000000,74472.864295
74.000000,74828.260784
76.000000,75185.603357
78.000000,75544.097071
80.000000,75903.375329
82.000000,76263.275896
84.000000,76624.360289
86.000000,76986.555044
88.000000,77350.691524
90.000000,77716.132020
92.000000,78082.841760
94.000000,78450.715786
96.000000,78818.876640
98.000000,79189.129223
100.000000,79560.297705
102.000000,79932.010816
104.000000,80305.168414
106.000000,80679.644939
108.000000,81055.401113
110.000000,81432.426187
112.000000,81810.336387
114.000000,82189.365064
116.000000,82570.275670
118.000000,82952.772148
120.000000,83335.923203
122.000000,83720.284548
124.000000,84106.096995
126.000000,84492.526281
128.000000,84880.303525
130.000000,85269.390212
132.000000,85660.379974
134.000000,86051.810564
136.000000,86444.767275
138.000000,86838.657217
140.000000,87233.925733
142.000000,87629.585803
144.000000,88027.712565
146.000000,88426.855516
148.000000,88826.461939
150.000000,89226.998374
152.000000,89629.985696
154.000000,90033.889503
156.000000,90439.169916
158.000000,90845.656057
160.000000,91253.542532
162.000000,91662.917235
164.000000,92073.173913
166.000000,92483.788842
168.000000,92896.610246
170.000000,93310.245057
172.000000,93725.441024
174.000000,94141.898283
176.000000,94559.652850
178.000000,94977.655552
180.000000,95397.178317
182.000000,95817.865092
184.000000,96241.037516
186.000000,96664.797931
188.000000,97090.072075
190.000000,97516.596446
192.000000,97943.434432
194.000000,98371.766871
196.000000,98801.458683
198.000000,99233.431429
200.000000,99665.565484
202.000000,100098.999033
204.000000,100534.391360
206.000000,100971.009024
208.000000,101408.987113
210.000000,101848.452818
212.000000,102289.015776
214.000000,102729.714837
216.000000,103172.599421
218.000000,103617.304600
220.000000,104061.955627
222.000000,104508.632273
224.000000,104957.195694
226.000000,105405.867652
228.000000,105856.348426
230.000000,106307.475441
232.000000,106760.888960
234.000000,107214.894771
236.000000,107669.986851
238.000000,108127.642514
240.000000,108586.161859
242.000000,109046.156360
244.000000,109507.217809
246.000000,109969.585975
248.000000,110432.998399
250.000000,110897.163200
252.000000,111363.115803
254.000000,111830.477135
256.000000,112299.571611
258.000000,112768.970917
260.000000,113240.195847
262.000000,113713.175343
264.000000,114186.740421
266.000000,114661.923396
268.000000,115138.688258
270.000000,115615.944179
272.000000,116095.218112
274.000000,116574.781001
276.000000,117056.478649
278.000000,117539.584263
280.000000,118023.112739
282.000000,118509.371856
284.000000,118996.857734
286.000000,119485.573974
288.000000,119975.634860
290.000000,120466.361844
292.000000,120958.063891
294.000000,121451.412139
296.000000,121946.555273
298.000000,122443.484281
300.000000,122940.413333
302.000000,123439.700413
304.000000,123939.237310
306.000000,124441.223597
308.000000,124944.080850
310.000000,125447.613312
312.000000,125953.748416
314.000000,126460.151093
316.000000,126967.817606
318.000000,127477.075657
320.000000,127987.746203
322.000000,128500.224296
324.000000,129014.162239
326.000000,129529.938666
328.000000,130047.073009
330.000000,130565.185150
332.000000,131083.886924
334.000000,131605.014525
336.000000,132126.638889
338.000000,132649.312401
340.000000,133173.994006
342.000000,133699.064964
344.000000,134225.540668
346.000000,134753.593445
348.000000,135283.040328
350.000000,135814.668031
352.000000,136347.224496
354.000000,136881.780611
356.000000,137416.986155
358.000000,137954.264234
360.000000,138492.771069
362.000000,139032.389500
364.000000,139572.714645
366.000000,140114.991517
368.000000,140658.538631
370.000000,141203.330926
372.000000,141749.050534
374.000000,142296.408535
376.000000,142845.266311
378.000000,143395.566008
380.000000,143946.888715
382.000000,144499.861799
384.000000,145054.163221
386.000000,145610.694018
388.000000,146167.862242
390.000000,146727.247574
392.000000,147287.076345
394.000000,147849.088833
396.000000,148412.232333
398.000000,148975.843701
400.000000,149541.917500
402.000000,150108.314277
404.000000,150677.151156
406.000000,151247.687793
408.000000,151818.926030
410.000000,152391.875195
412.000000,152966.154086
414.000000,153541.275647
416.000000,154118.669264
418.000000,154696.692116
420.000000,155277.112461
422.000000,155857.964186
424.000000,156440.594334
426.000000,157024.317772
428.000000,157609.301493
430.000000,158196.175739
432.000000,158783.782027
434.000000,159372.847995
436.000000,159963.262896
438.000000,160555.430258
440.000000,161149.794099
442.000000,161745.111767
444.000000,162342.396648
446.000000,162941.278622
448.000000,163540.567618
450.000000,164141.113798
452.000000,164743.547117
454.000000,165347.149675
456.000000,165952.963445
458.000000,166559.275937
460.000000,167167.921053
462.000000,167777.591767
464.000000,168388.904703
466.000000,169001.068048
468.000000,169614.148114
470.000000,170228.946213
472.000000,170845.666873
474.000000,171463.077850
476.000000,172082.739036
478.000000,172703.416487
480.000000,173326.182407
482.000000,173950.675100
484.000000,174575.288402
486.000000,175201.833796
488.000000,175829.947596
490.000000,176458.981202
492.000000,177089.460875
494.000000,177721.378195
496.000000,178356.020012
498.000000,178992.217913
500.000000,179628.977231
502.000000,180267.069825
504.000000,180906.984932
506.000000,181548.721795
508.000000,182191.923786
510.000000,182836.682335
512.000000,183482.798219
514.000000,184129.157507
516.000000,184778.379988
518.000000,185427.679349
520.000000,186078.459509
522.000000,186731.749463
524.000000,187386.238811
526.000000,188042.172847
528.000000,188699.539522
530.000000,189357.705666
532.000000,190017.593080
534.000000,190678.778084
536.000000,191342.770196
538.000000,192006.828082
540.000000,192672.344037
542.000000,193340.254662
544.000000,194009.155562
546.000000,194679.204094
548.000000,195351.507941
550.000000,196025.457710
552.000000,196700.977106
554.000000,197377.158987
556.000000,198055.075046
558.000000,198734.425435
560.000000,199415.575000
562.000000,200098.456873
564.000000,200783.085619
566.000000,201467.968322
568.000000,202154.529233
570.000000,202842.766819
572.000000,203533.432136
574.000000,204224.595984
576.000000,204918.102494
578.000000,205612.096078
580.000000,206307.558663
582.000000,207005.689456
584.000000,207705.256379
586.000000,208405.846037
588.000000,209107.731633
590.000000,209810.895903
592.000000,210516.184769
594.000000,211223.000000
596.000000,211930.173135
598.000000,212638.887239
600.000000,213349.518182
602.000000,214062.377764
604.000000,214776.488189
606.000000,215492.641235
608.000000,216209.055993
610.000000,216927.675643
612.000000,217647.341500
614.000000,218368.182643
616.000000,219091.735490
618.000000,219816.370807
620.000000,220542.087613
622.000000,221269.118091
624.000000,221997.926630
626.000000,222727.843646
628.000000,223460.165963
630.000000,224193.392157
632.000000,224928.915862
634.000000,225665.271028
636.000000,226403.331525
638.000000,227142.370895
640.000000,227882.899699
642.000000,228625.191207
644.000000,229369.138471
646.000000,230114.307854
648.000000,230861.410349
650.000000,231609.618346
652.000000,232359.436861
654.000000,233110.745416
656.000000,233864.840445
658.000000,234619.580655
660.000000,235376.278378
662.000000,236134.192435
664.000000,236894.506903
666.000000,237656.047105
668.000000,238419.345231
670.000000,239183.752924
672.000000,239949.839329
674.000000,240717.022176
676.000000,241485.498802
678.000000,242255.383947
680.000000,243026.878144
682.000000,243801.067345
684.000000,244575.452424
686.000000,245352.652109
688.000000,246130.868421
