x,y
0.000000,3345.000000
2.000000,6229.000000
4.000000,4891.000000
6.000000,5774.000000
8.000000,7342.000000
10.000000,4076.000000
12.000000,2895.000000
14.000000,6472.000000
16.000000,4344.000000
18.000000,5445.000000
20.000000,3437.000000
22.000000,2907.000000
24.000000,3293.000000
26.000000,6662.000000
28.000000,4034.000000
30.000000,4450.000000
32.000000,5787.000000
34.000000,6622.000000
36.000000,6369.000000
38.000000,4410.000000
40.000000,3490.000000
42.000000,5776.000000
44.000000,2563.000000
46.000000,3961.000000
48.000000,5742.000000
50.000000,5511.000000
52.000000,4179.000000
54.000000,7500.000000
56.000000,3173.000000
58.000000,6239.000000
60.000000,3344.000000
62.000000,4736.000000
64.000000,6727.000000
66.000000,4366.000000
68.000000,2950.000000
70.000000,5356.000000
72.000000,3942.000000
74.000000,3235.000000
76.000000,6075.000000
78.000000,5009.000000
80.000000,3494.000000
82.000000,3089.000000
84.000000,3593.000000
86.000000,3260.000000
88.000000,4208.000000
90.000000,7344.000000
92.000000,5254.000000
94.000000,3833.000000
96.000000,4783.000000
98.000000,5945.000000
100.000000,5340.000000
102.000000,5648.000000
104.000000,6921.000000
106.000000,4510.000000
108.000000,6354.000000
110.000000,3394.000000
112.000000,2903.000000
114.000000,4313.000000
116.000000,6703.000000
118.000000,4507.000000
120.000000,7484.000000
122.000000,5650.000000
124.000000,4316.000000
126.000000,7267.000000
128.000000,7122.000000
130.000000,6885.000000
132.000000,3917.000000
134.000000,4062.000000
136.000000,6537.000000
138.000000,6146.000000
140.000000,5104.000000
142.000000,7482.000000
144.000000,5026.000000
146.000000,7622.000000
148.000000,5102.000000
150.000000,5168.000000
152.000000,6497.000000
154.000000,4595.000000
156.000000,4923.000000
158.000000,3323.000000
160.000000,6454.000000
162.000000,5489.000000
164.000000,5908.000000
166.000000,6658.000000
168.000000,3771.000000
170.000000,6961.000000
172.000000,7197.000000
174.000000,4135.000000
176.000000,6307.000000
178.000000,4376.000000
180.000000,4044.000000
182.000000,3534.000000
184.000000,6005.000000
186.000000,5366.000000
188.000000,6835.000000
190.000000,4028.000000
192.000000,3573.000000
194.000000,4851.000000
196.000000,5075.000000
198.000000,6625.000000
200.000000,3354.000000
202.000000,2959.000000
204.000000,5843.000000
206.000000,2852.000000
208.000000,3390.000000
210.000000,6184.000000
212.000000,5291.000000
214.000000,5428.000000
216.000000,6760.000000
218.000000,6688.000000
220.000000,5230.000000
222.000000,4106.000000
224.000000,3323.000000
226.000000,7160.000000
228.000000,7581.000000
230.000000,7444.000000
232.000000,5924.000000
234.000000,3188.000000
236.000000,3110.000000
238.000000,3651.000000
240.000000,2899.000000
242.000000,6368.000000
244.000000,3465.000000
246.000000,5927.000000
248.000000,6699.000000
250.000000,5582.000000
252.000000,4640.000000
254.000000,6863.000000
256.000000,4281.000000
258.000000,4356.000000
260.000000,6686.000000
262.000000,5282.000000
264.000000,4070.000000
266.000000,6430.000000
268.000000,3583.000000
270.000000,7377.000000
272.000000,3884.000000
274.000000,3193.000000
276.000000,3145.000000
278.000000,6627.000000
280.000000,6870.000000
282.000000,6485.000000
284.000000,6577.000000
286.000000,7593.000000
288.000000,5121.000000
290.000000,6726.000000
292.000000,4906.000000
294.000000,7514.000000
296.000000,2803.000000
298.000000,7706.000000
300.000000,5652.000000
302.000000,4535.000000
304.000000,5593.000000
306.000000,4306.000000
308.000000,3604.000000
310.000000,6137.000000
312.000000,6234.000000
314.000000,6777.000000
316.000000,4560.000000
318.000000,4069.000000
320.000000,4546.000000
322.000000,4466.000000
324.000000,7463.000000
326.000000,6608.000000
328.000000,4270.000000
330.000000,5862.000000
332.000000,6663.000000
334.000000,7066.000000
336.000000,7347.000000
338.000000,5818.000000
340.000000,3183.000000
342.000000,3933.000000
344.000000,7192.000000
346.000000,4918.000000
348.000000,6155.000000
350.000000,6769.000000
352.000000,4092.000000
354.000000,5627.000000
356.000000,4005.000000
358.000000,2893.000000
360.000000,6694.000000
362.000000,2972.000000
364.000000,4830.000000
366.000000,4129.000000
368.000000,3890.000000
370.000000,6183.000000
372.000000,7447.000000
374.000000,2909.000000
376.000000,6609.000000
378.000000,6878.000000
380.000000,7420.000000
382.000000,7756.000000
384.000000,3484.000000
386.000000,5482.000000
388.000000,6999.000000
390.000000,6076.000000
392.000000,7663.000000
394.000000,7630.000000
396.000000,7730.000000
398.000000,3235.000000
400.000000,5089.000000
402.000000,4507.000000
404.000000,3575.000000
406.000000,3580.000000
408.000000,6939.000000
410.000000,5535.000000
412.000000,7635.000000
414.000000,7857.000000
416.000000,4966.000000
418.000000,4775.000000
420.000000,4055.000000
422.000000,5153.000000
424.000000,4256.000000
426.000000,5222.000000
428.000000,5093.000000
430.000000,4229.000000
432.000000,3601.000000
434.000000,5031.000000
436.000000,5471.000000
438.000000,4560.000000
440.000000,6365.000000
442.000000,5158.000000
444.000000,5123.000000
446.000000,6912.000000
448.000000,7027.000000
450.000000,6712.000000
452.000000,6900.000000
454.000000,5461.000000
456.000000,5733.000000
458.000000,6113.000000
460.000000,3451.000000
462.000000,4191.000000
464.000000,6044.000000
466.000000,4492.000000
468.000000,6804.000000
470.000000,4307.000000
472.000000,3170.000000
474.000000,4458.000000
476.000000,5759.000000
478.000000,7825.000000
480.000000,6427.000000
482.000000,6573.000000
484.000000,5780.000000
486.000000,5654.000000
488.000000,7368.000000
490.000000,4956.000000
492.000000,5283.000000
494.000000,4036.000000
496.000000,6784.000000
498.000000,5733.000000
500.000000,4788.000000
502.000000,6508.000000
504.000000,3551.000000
506.000000,3040.000000
508.000000,5996.000000
510.000000,6307.000000
512.000000,5913.000000
514.000000,7565.000000
516.000000,6197.000000
518.000000,5647.000000
520.000000,4319.000000
522.000000,3278.000000
524.000000,6685.000000
526.000000,3848.000000
528.000000,4431.000000
530.000000,4328.000000
532.000000,5769.000000
534.000000,5741.000000
536.000000,6978.000000
538.000000,7387.000000
540.000000,6979.000000
542.000000,7891.000000
544.000000,3947.000000
546.000000,7700.000000
548.000000,3274.000000
550.000000,4254.000000
552.000000,3097.000000
554.000000,6413.000000
556.000000,7581.000000
558.000000,5921.000000
560.000000,3838.000000
562.000000,5575.000000
564.000000,5904.000000
566.000000,4008.000000
568.000000,4690.000000
570.000000,6651.000000
572.000000,5838.000000
574.000000,3786.000000
576.000000,4979.000000
578.000000,5062.000000
580.000000,5965.000000
582.000000,3180.000000
584.000000,5973.000000
586.000000,7748.000000
588.000000,3623.000000
590.000000,6752.000000
592.000000,7946.000000
594.000000,6140.000000
596.000000,6696.000000
598.000000,4613.000000
600.000000,5396.000000
602.000000,3343.000000
604.000000,5032.000000
606.000000,4915.000000
608.000000,4547.000000
610.000000,7195.000000
612.000000,5366.000000
614.000000,7148.000000
616.000000,7068.000000
618.000000,4534.000000
620.000000,3462.000000
622.000000,3397.000000
624.000000,6313.000000
626.000000,5248.000000
628.000000,7657.000000
630.000000,5218.000000
632.000000,3903.000000
634.000000,5835.000000
636.000000,7823.000000
638.000000,6444.000000
640.000000,5114.000000
642.000000,4438.000000
644.000000,7385.000000
646.000000,7873.000000
648.000000,5034.000000
650.000000,3487.000000
652.000000,4061.000000
654.000000,6034.000000
656.000000,4086.000000
658.000000,4616.000000
660.000000,5469.000000
662.000000,4898.000000
664.000000,4756.000000
666.000000,5467.000000
668.000000,4348.000000
670.000000,3309.000000
672.000000,6465.000000
674.000000,3969.000000
676.000000,7191.000000
678.000000,5222.000000
680.000000,4818.000000
682.000000,6913.000000
684.000000,6917.000000
686.000000,4056.000000
688.000000,3776.000000
690.000000,4061.000000
692.000000,6330.000000
694.000000,7405.000000
696.000000,5747.000000
698.000000,4027.000000
700.000000,6773.000000
702.000000,7739.000000
704.000000,4297.000000
706.000000,7562.000000
708.000000,4268.000000
710.000000,7395.000000
712.000000,7510.000000
714.000000,5832.000000
716.000000,5604.000000
718.000000,7669.000000
720.000000,3546.000000
722.000000,5770.000000
724.000000,6329.000000
726.000000,6895.000000
728.000000,4379.000000
730.000000,3340.000000
732.000000,3928.000000
734.000000,7083.000000
736.000000,8086.000000
738.000000,5173.000000
740.000000,8209.000000
742.000000,4875.000000
744.000000,3930.000000
746.000000,5171.000000
748.000000,6062.000000
750.000000,6420.000000
752.000000,5961.000000
754.000000,4830.000000
756.000000,4053.000000
758.000000,4022.000000
760.000000,3945.000000
762.000000,6812.000000
764.000000,5589.000000
766.000000,3833.000000
768.000000,6774.000000
770.000000,4171.000000
772.000000,7292.000000
774.000000,5845.000000
776.000000,6019.000000
778.000000,4318.000000
780.000000,7204.000000
782.000000,5915.000000
784.000000,6140.000000
786.000000,5397.000000
788.000000,6895.000000
790.000000,3656.000000
792.000000,6267.000000
794.000000,7605.000000
796.000000,5541.000000
798.000000,6562.000000
800.000000,4818.000000
802.000000,6340.000000
804.000000,4699.000000
806.000000,7305.000000
808.000000,7290.000000
810.000000,8082.000000
812.000000,5535.000000
814.000000,5599.000000
816.000000,6316.000000
818.000000,7532.000000
820.000000,3477.000000
822.000000,4259.000000
824.000000,8043.000000
826.000000,8067.000000
828.000000,5594.000000
830.000000,7385.000000
832.000000,7978.000000
834.000000,6699.000000
836.000000,5199.000000
838.000000,5367.000000
840.000000,5535.000000
842.000000,6736.000000
844.000000,5670.000000
846.000000,8114.000000
848.000000,5122.000000
850.000000,5046.000000
852.000000,7833.000000
854.000000,6082.000000
856.000000,7104.000000
858.000000,3983.000000
860.000000,5627.000000
862.000000,3736.000000
864.000000,6682.000000
866.000000,6885.000000
868.000000,7964.000000
870.000000,6672.000000
872.000000,6824.000000
874.000000,7644.000000
876.000000,5716.000000
878.000000,5671.000000
880.000000,7412.000000
882.000000,7507.000000
884.000000,4337.000000
886.000000,3515.000000
888.000000,3673.000000
890.000000,4105.000000
892.000000,4250.000000
894.000000,6524.000000
896.000000,3544.000000
898.000000,5761.000000
900.000000,6793.000000
902.000000,3977.000000
904.000000,4585.000000
906.000000,4852.000000
908.000000,4272.000000
910.000000,5029.000000
912.000000,7419.000000
914.000000,4913.000000
916.000000,7295.000000
918.000000,6183.000000
920.000000,6195.000000
922.000000,7076.000000
924.000000,7293.000000
926.000000,7932.000000
928.000000,4119.000000
930.000000,7402.000000
932.000000,4380.000000
934.000000,3579.000000
936.000000,4074.000000
938.000000,4107.000000
940.000000,4082.000000
942.000000,8120.000000
944.000000,4811.000000
946.000000,8161.000000
948.000000,6640.000000
950.000000,7814.000000
952.000000,5288.000000
954.000000,4636.000000
956.000000,4393.000000
958.000000,6187.000000
960.000000,4736.000000
962.000000,4992.000000
964.000000,3542.000000
966.000000,6405.000000
968.000000,8282.000000
970.000000,7721.000000
972.000000,3512.000000
974.000000,6645.000000
976.000000,5273.000000
978.000000,4049.000000
980.000000,6185.000000
982.000000,5565.000000
984.000000,6071.000000
986.000000,7918.000000
988.000000,4236.000000
990.000000,5664.000000
992.000000,3788.000000
994.000000,5400.000000
996.000000,7109.000000
998.000000,3974.000000
1000.000000,6837.000000
1002.000000,4985.000000
1004.000000,6498.000000
1006.000000,4266.000000
1008.000000,5691.000000
1010.000000,3574.000000
1012.000000,4658.000000
1014.000000,4833.000000
1016.000000,6074.000000
1018.000000,4594.000000
1020.000000,5251.000000
1022.000000,7262.000000
1024.000000,5593.000000
1026.000000,3805.000000
1028.000000,5479.000000
1030.000000,5903.000000
1032.000000,7660.000000
1034.000000,5053.000000
1036.000000,7646.000000
1038.000000,6367.000000
1040.000000,3812.000000
1042.000000,4843.000000
1044.000000,6491.000000
1046.000000,5946.000000
1048.000000,4542.000000
1050.000000,4746.000000
1052.000000,7454.000000
1054.000000,6642.000000
1056.000000,4277.000000
1058.000000,7140.000000
1060.000000,5568.000000
1062.000000,5875.000000
1064.000000,7102.000000
1066.000000,5573.000000
1068.000000,3640.000000
1070.000000,3944.000000
1072.000000,6528.000000
1074.000000,5805.000000
1076.000000,8211.000000
1078.000000,4053.000000
1080.000000,5458.000000
1082.000000,6313.000000
1084.000000,4143.000000
1086.000000,8110.000000
1088.000000,6756.000000
1090.000000,8118.000000
1092.000000,6746.000000
1094.000000,3666.000000
1096.000000,5179.000000
1098.000000,4158.000000
1100.000000,6748.000000
1102.000000,3906.000000
1104.000000,6975.000000
1106.000000,5994.000000
1108.000000,5137.000000
1110.000000,6193.000000
1112.000000,7148.000000
1114.000000,7683.000000
1116.000000,5196.000000
1118.000000,5175.000000
1120.000000,5346.000000
1122.000000,6955.000000
1124.000000,7931.000000
1126.000000,7436.000000
1128.000000,8009.000000
1130.000000,7988.000000
1132.000000,4497.000000
1134.000000,7886.000000
1136.000000,8435.000000
1138.000000,7490.000000
1140.000000,8016.000000
1142.000000,3980.000000
1144.000000,6879.000000
1146.000000,5267.000000
1148.000000,6851.000000
1150.000000,8050.000000
1152.000000,5521.000000
1154.000000,7489.000000
1156.000000,4497.000000
1158.000000,6258.000000
1160.000000,6798.000000
1162.000000,7233.000000
1164.000000,5197.000000
1166.000000,4985.000000
1168.000000,8249.000000
1170.000000,6746.000000
1172.000000,4138.000000
1174.000000,6814.000000
1176.000000,4637.000000
1178.000000,7564.000000
1180.000000,8004.000000
1182.000000,5351.000000
1184.000000,4362.000000
1186.000000,7515.000000
1188.000000,5282.000000
1190.000000,4953.000000
1192.000000,4693.000000
1194.000000,4040.000000
1196.000000,6457.000000
1198.000000,5718.000000
1200.000000,7452.000000
1202.000000,6139.000000
1204.000000,5629.000000
1206.000000,4014.000000
1208.000000,4777.000000
1210.000000,6430.000000
1212.000000,5766.000000
1214.000000,8220.000000
1216.000000,3998.000000
1218.000000,5936.000000
1220.000000,6410.000000
1222.000000,4393.000000
1224.000000,6430.000000
1226.000000,8014.000000
1228.000000,4719.000000
1230.000000,4509.000000
1232.000000,4039.000000
1234.000000,7041.000000
1236.000000,3830.000000
1238.000000,5194.000000
1240.000000,8611.000000
1242.000000,7566.000000
1244.000000,4963.000000
1246.000000,7158.000000
1248.000000,4438.000000
1250.000000,6900.000000
1252.000000,8038.000000
1254.000000,8254.000000
1256.000000,5499.000000
1258.000000,6191.000000
1260.000000,7159.000000
1262.000000,7284.000000
1264.000000,6069.000000
1266.000000,5588.000000
1268.000000,5170.000000
1270.000000,4152.000000
1272.000000,5996.000000
1274.000000,4603.000000
1276.000000,5771.000000
1278.000000,8382.000000
1280.000000,6338.000000
1282.000000,8354.000000
1284.000000,4244.000000
1286.000000,8753.000000
1288.000000,4271.000000
1290.000000,5357.000000
1292.000000,7720.000000
1294.000000,6807.000000
1296.000000,6127.000000
1298.000000,5289.000000
1300.000000,4466.000000
1302.000000,5278.000000
1304.000000,4638.000000
1306.000000,5392.000000
1308.000000,4358.000000
1310.000000,7972.000000
1312.000000,8671.000000
1314.000000,4906.000000
1316.000000,7348.000000
1318.000000,4014.000000
1320.000000,6903.000000
1322.000000,7170.000000
1324.000000,4011.000000
1326.000000,3843.000000
1328.000000,4541.000000
1330.000000,8143.000000
1332.000000,5213.000000
1334.000000,6493.000000
1336.000000,6448.000000
1338.000000,6677.000000
1340.000000,5506.000000
1342.000000,5910.000000
1344.000000,5917.000000
1346.000000,8767.000000
1348.000000,4137.000000
1350.000000,5834.000000
1352.000000,7810.000000
1354.000000,6826.000000
1356.000000,5405.000000
1358.000000,8368.000000
1360.000000,4326.000000
1362.000000,5458.000000
1364.000000,8300.000000
1366.000000,7154.000000
1368.000000,7292.000000
1370.000000,6241.000000
1372.000000,4579.000000
1374.000000,8630.000000
1376.000000,8291.000000
1378.000000,6066.000000
1380.000000,8056.000000
1382.000000,5509.000000
1384.000000,5723.000000
1386.000000,7861.000000
1388.000000,4385.000000
1390.000000,8650.000000
1392.000000,3900.000000
1394.000000,5372.000000
1396.000000,4139.000000
1398.000000,6113.000000
1400.000000,7851.000000
1402.000000,8471.000000
1404.000000,6571.000000
1406.000000,7928.000000
1408.000000,6722.000000
1410.000000,7666.000000
1412.000000,3959.000000
1414.000000,6299.000000
1416.000000,5168.000000
1418.000000,5458.000000
1420.000000,8756.000000
1422.000000,4967.000000
1424.000000,6527.000000
1426.000000,5054.000000
1428.000000,6765.000000
1430.000000,8922.000000
1432.000000,4592.000000
1434.000000,8709.000000
1436.000000,4556.000000
1438.000000,4870.000000
1440.000000,7174.000000
1442.000000,4583.000000
1444.000000,4351.000000
1446.000000,7243.000000
1448.000000,4086.000000
1450.000000,8877.000000
1452.000000,6650.000000
1454.000000,5824.000000
1456.000000,7491.000000
1458.000000,8697.000000
1460.000000,5872.000000
1462.000000,7428.000000
1464.000000,6975.000000
1466.000000,7844.000000
1468.000000,6928.000000
1470.000000,5852.000000
1472.000000,8227.000000
1474.000000,5103.000000
1476.000000,7962.000000
1478.000000,8964.000000
1480.000000,5387.000000
1482.000000,7535.000000
1484.000000,7308.000000
1486.000000,6061.000000
1488.000000,6480.000000
1490.000000,8737.000000
1492.000000,8759.000000
1494.000000,7660.000000
1496.000000,5920.000000
1498.000000,4199.000000
1500.000000,6916.000000
1502.000000,6827.000000
1504.000000,5781.000000
1506.000000,8408.000000
1508.000000,7132.000000
1510.000000,7131.000000
1512.000000,5492.000000
1514.000000,4388.000000
1516.000000,5485.000000
1518.000000,5192.000000
1520.000000,5750.000000
1522.000000,8266.000000
1524.000000,4826.000000
1526.000000,4816.000000
1528.000000,6572.000000
1530.000000,7048.000000
1532.000000,4840.000000
1534.000000,7212.000000
1536.000000,8257.000000
1538.000000,7951.000000
1540.000000,5364.000000
1542.000000,5616.000000
1544.000000,4961.000000
1546.000000,6284.000000
1548.000000,5682.000000
1550.000000,5450.000000
1552.000000,8712.000000
1554.000000,6053.000000
1556.000000,5954.000000
1558.000000,7023.000000
1560.000000,4403.000000
1562.000000,5089.000000
1564.000000,7683.000000
1566.000000,6943.000000
1568.000000,5070.000000
1570.000000,8289.000000
1572.000000,6192.000000
1574.000000,6799.000000
1576.000000,6717.000000
1578.000000,5004.000000
1580.000000,4489.000000
1582.000000,6403.000000
1584.000000,4237.000000
1586.000000,6262.000000
1588.000000,6878.000000
1590.000000,7285.000000
1592.000000,4264.000000
1594.000000,7645.000000
1596.000000,4943.000000
1598.000000,7066.000000
1600.000000,7141.000000
1602.000000,7965.000000
1604.000000,4386.000000
1606.000000,8381.000000
1608.000000,6030.000000
1610.000000,6109.000000
1612.000000,5740.000000
1614.000000,6892.000000
1616.000000,5594.000000
1618.000000,5949.000000
1620.000000,5866.000000
1622.000000,7274.000000
1624.000000,7447.000000
1626.000000,9088.000000
1628.000000,8851.000000
1630.000000,5883.000000
1632.000000,5098.000000
1634.000000,8733.000000
1636.000000,5580.000000
1638.000000,6893.000000
1640.000000,8738.000000
1642.000000,4593.000000
1644.000000,5433.000000
1646.000000,6282.000000
1648.000000,7038.000000
1650.000000,8649.000000
1652.000000,5244.000000
1654.000000,8991.000000
1656.000000,6327.000000
1658.000000,8083.000000
1660.000000,6787.000000
1662.000000,5819.000000
1664.000000,6323.000000
1666.000000,7757.000000
1668.000000,8750.000000
1670.000000,8622.000000
1672.000000,4846.000000
1674.000000,4774.000000
1676.000000,8645.000000
1678.000000,7445.000000
1680.000000,4382.000000
1682.000000,6707.000000
1684.000000,8658.000000
1686.000000,6116.000000
1688.000000,5649.000000
1690.000000,5361.000000
1692.000000,5197.000000
1694.000000,6096.000000
1696.000000,7171.000000
1698.000000,5541.000000
1700.000000,7313.000000
