2,1468
3,2365
4,1847
5,2636
6,2835
7,2969
8,2520
9,2664
10,2362
11,2073
12,2620
13,3124
14,3523
15,3942
16,3767
17,3078
18,3121
19,2970
20,3120
21,3386
22,3520
23,3858
24,4122
25,3821
26,3651
27,4115
28,3789
29,3221
30,3242
31,3158
32,3346
33,3806
34,3882
35,4170
36,4595
37,4590
38,4452
39,4714
40,4226
41,4398
42,3964
43,3982
44,4848
45,5640
46,5894
47,6558
48,6569
49,6818
50,6760
51,7075
52,6607
53,6988
54,6521
55,6525
56,6728
57,6987
58,7062
59,7046
60,7415
61,6981
62,7757
63,7038
64,7026
65,7095
66,8032
67,7672
68,8347
69,9082
70,9048
71,9157
72,9783
73,10109
74,9379
75,9523
76,9473
77,9123
78,9610
79,9749
80,9046
81,8409
82,9009
83,8150
84,8384
85,8858
86,9799
87,9735
88,10710
89,11768
90,11636
91,10867
92,11021
93,11246
94,10689
95,11567
96,12544
97,12340
98,12277
99,13127
100,13636
101,14221
102,14838
103,15431
104,15257
105,15556
106,15121
107,15249
108,15080
109,15119
110,15019
111,14767
112,14309
113,14555
114,14807
115,14857
116,15469
117,16105
118,16720
119,17634
120,18292
121,18054
122,18509
123,18207
124,17782
125,17089
126,18229
127,18804
128,19277
129,19211
130,20076
131,19748
132,19722
133,20112
134,20509
135,21250
136,21644
137,21472
138,20895
139,21661
140,21687
141,22081
142,23376
143,23859
144,24204
145,23730
146,23909
147,23547
148,24157
149,24199
150,25417
151,26469
152,26998
153,27574
154,27923
155,27984
156,27255
157,27592
158,27716
159,27720
160,28014
161,28275
162,28008
163,28415
164,29584
165,29058
166,29792
167,31060
168,31036
169,31000
170,31521
171,31978
172,32247
173,32691
174,32323
175,32839
176,32903
177,32529
178,33531
179,34834
180,35078
181,35773
182,36842
183,37016
184,37205
185,38014
186,38031
187,37459
188,38037
189,38451
190,38620
191,38893
192,40177
193,40429
194,41079
195,41595
196,41952
197,41304
198,40868
199,40624
200,41302
201,42393
202,42954
203,44242
204,44237
205,44852
206,45246
207,46342
208,46635
209,47565
210,47999
211,48428
212,48196
213,47764
214,48425
215,47863
216,48319
217,48617
218,50077
219,50953
220,52359
221,52955
222,53443
223,53297
224,53052
225,53262
226,52751
227,53172
228,53671
229,53637
230,53292
231,54557
232,55565
233,55777
234,56352
235,57633
236,57518
237,57630
238,58094
239,58764
240,58896
241,60221
242,61172
243,61617
244,62637
245,62645
246,62654
247,63094
248,64442
249,65067
250,66365
251,66646
252,66843
253,67176
254,67166
255,67582
256,68616
257,69862
258,70424
259,70550
260,71500
261,72068
262,71471
