1,1115
2,1468
3,3263
4,812
5,5002
6,3634
7,2134
8,1020
9,1530
10,3496
11,2188
12,4867
13,3540
14,3526
15,5592
16,1311
17,1421
18,3756
19,2773
20,6342
21,2638
22,2093
23,5445
24,4095
25,4836
26,1786
27,4414
28,3815
29,1256
30,4942
31,1367
32,5354
33,6111
34,1636
35,6386
36,3490
37,5328
38,5420
39,2946
40,3947
41,4349
42,3162
43,5506
44,7279
45,7905
46,5619
47,6485
48,5561
49,8520
50,7618
51,7193
52,4143
53,7470
54,6184
55,7635
56,8209
57,5439
58,7847
59,6100
60,9480
61,6041
62,9321
63,4250
64,6042
65,9823
66,10724
67,7525
68,7624
69,9716
70,9654
71,11270
72,10654
73,9255
74,6063
75,10373
76,11024
77,8904
78,11688
79,6757
80,6858
81,7839
82,11905
83,7392
84,7926
85,9231
86,12545
87,11581
88,12270
89,13214
90,8573
91,8698
92,12350
93,13397
94,10431
95,12961
96,13583
97,11330
98,13082
99,14680
100,15505
101,16508
102,14416
103,16050
104,13807
105,17003
106,14329
107,15060
108,15202
109,14005
110,16501
111,13067
112,12773
113,16433
114,15265
115,16751
116,16124
117,15954
118,19508
119,19836
120,20039
121,14936
122,18228
123,17997
124,17712
125,16576
126,20635
127,21100
128,20366
129,17382
130,20898
131,18995
132,20970
133,22317
134,19366
135,24603
136,20968
137,20107
138,19431
139,23197
140,24732
141,22940
142,26583
143,21847
144,24922
145,22359
146,23835
147,24773
148,24898
149,25131
150,28450
151,29094
152,27417
153,27779
154,26877
155,28756
156,25446
157,29104
158,28399
159,26896
160,30229
161,26751
162,27769
163,30432
164,32742
165,27600
166,30418
167,34110
168,30312
169,32563
170,30204
171,32705
172,35453
173,32531
174,30723
175,32787
176,33024
177,33583
178,37538
179,37238
180,34010
181,36496
182,38932
183,38408
184,38182
185,38054
186,36579
187,36075
188,41296
189,40255
190,38898
191,37942
192,42495
193,42556
194,43506
195,41479
196,39726
197,39256
198,40376
199,42285
200,44867
201,45182
202,42060
203,46819
204,42260
205,47940
206,47155
207,47539
208,48285
209,46910
210,50108
211,49302
212,46375
213,46129
214,50213
215,47300
216,51581
217,47862
218,53433
219,54591
220,54331
221,54560
222,50303
223,52704
224,53364
225,55380
226,52007
227,52408
228,55197
229,53194
230,53658
231,58328
232,57448
233,56260
234,56068
235,60062
236,57752
237,58008
238,58583
239,59418
240,60723
241,64374
242,62764
243,60806
244,64519
245,60766
246,64416
247,64964
248,67547
249,67643
250,67259
251,65817
252,65949
253,69215
254,67590
255,69342
256,70984
257,72181
258,72023
259,68223
260,74092
261,73824
262,69196
263,72745
264,74543
265,71522
266,74902
267,77362
268,75138
269,77635
270,75848
271,74974
272,76728
273,77767
274,78974
275,80779
276,76783
277,78022
278,81700
279,78611
280,82530
281,85390
282,83795
283,81001
284,81663
285,85080
286,85169
287,84820
288,83991
289,87067
290,87641
291,85670
292,88046
293,88097
294,88230
295,91844
296,91705
297,89143
298,93289
299,96049
300,92089
301,94061
302,97068
303,93867
304,95900
305,98239
306,97908
307,97182
308,98719
309,98381
310,99897
311,98239
312,101481
313,103408
314,99321
315,104220
316,100658
317,106531
318,106606
319,103016
320,107611
321,105630
322,108991
323,108111
324,109680
325,112429
326,109054
327,111480
328,109278
329,112623
330,113856
331,112861
332,111553
333,117774
334,115691
335,117696
336,114269
337,116014
338,119277
339,119574
340,116660
341,122349
342,123022
343,118768
344,119312
345,121876
346,125395
347,124957
348,121897
349,128240
350,128288
351,126871
352,125092
353,126500
354,130653
355,132126
356,129633
357,133200
358,130900
359,132793
360,135755
361,137183
362,136925
363,137585
364,137669
365,136804
366,136454
367,139299
368,138451
369,142677
370,141632
371,140795
372,142737
373,141374
374,146859
375,143692
376,146421
377,146275
378,145423
379,149347
380,149967
381,147875
382,148707
383,147543
384,148560
385,149985
386,150514
387,152047
388,153050
389,153284
390,153326
391,153762
392,155013
393,156379
394,157314
395,162943
396,160643
397,164088
398,164310
399,163848
400,166084
401,166294
402,162820
403,166336
404,165377
405,168210
406,170702
407,170285
408,170470
409,173304
410,169944
411,170580
412,176121
413,173865
414,173871
415,174804
416,178981
417,175258
418,177677
419,179817
420,177463
421,178296
422,180909
423,180645
424,185456
425,181629
426,184648
427,184873
428,185774
429,185394
430,186869
431,190712
432,192608
433,190548
434,193665
435,193477
436,192937
437,192884
438,193376
439,195992
440,197335
441,195866
442,196790
443,200493
444,202809
445,200442
446,204082
447,204331
448,204807
449,204363
450,209038
451,209298
452,211169
453,211274
454,210069
455,209944
456,211268
457,210309
458,213992
459,216044
460,214882
461,214184
462,217741
463,216579
464,218407
465,218898
466,224321
467,224883
468,223124
469,225128
470,223423
471,223360
472,225476
473,227893
474,228618
475,227395
476,229457
477,231590
478,234218
479,233944
480,236284
481,234325
482,238080
483,239154
484,238316
485,239976
486,241752
487,244200
488,239207
489,244325
490,245866
491,246935
492,248344
493,249010
494,247861
495,246881
496,247703
497,251614
498,252825
499,256115
500,254607
501,258118
502,257206
503,255852
504,255653
505,257838
506,263109
507,261016
508,262971
509,263632
510,265083
511,266748
512,265434
513,267122
514,269978
515,269034
516,267721
517,268668
518,273931
519,273951
520,277005
521,274474
522,279261
523,275577
524,280888
525,281594
526,279808
527,282831
528,283526
529,286483
530,282674
531,285523
532,284951
533,288892
534,287035
535,288431
536,289878
537,290312
538,293891
539,297439
540,298661
541,294123
542,297107
543,299253
544,298765
545,302968
546,301992
547,305785
548,302014
549,307420
550,306445
551,307049
552,311874
553,309554
554,309767
555,315170
556,314649
557,317033
558,317194
559,316763
560,317268
561,319883
562,322071
563,323487
564,325309
565,324458
566,325308
567,328830
568,327269
569,329331
570,330352
571,330323
572,330686
573,330209
574,331251
575,336821
576,338182
577,339911
578,341420
579,337145
580,342840
581,342449
582,342514
583,341962
584,343756
585,344876
586,344901
587,346811
588,352893
589,353341
590,354419
591,351205
592,351814
593,354440
594,356476
595,356325
596,357176
597,362897
598,364424
599,361722
600,363962
601,367514
602,365087
603,367636
604,371349
605,369025
606,369488
